Année,nom des bénéficiaires,Montant du fonds de concours ou de la subvention (numéraire),Prestations en nature
2017,LETTRES DU MONDE,13000,"Communication, matériel pour manifestations, locaux"
2017,LIGUE AQUITAINE DE SAVATE ET DISCIPLINES ASSOCIEES,0,Matériel pour manifestations
2017,LIGUE AQUITAINE DE TAEKWONDO,0,Matériel pour manifestations
2017,LIGUE D’AQUITAINE D’ATHLETISME,0,Matériel pour manifestations
2017,LIGUE FRANCAISE POUR DEFENSE DROITS DE L'HOMME ET DU CITOYEN (LDH) ET LIGUE DES DROITS DE L'HOMME,0,Locaux
2017,LIGUE INTERNATIONALE CONTRE LE RACISME ET L'ANTISEMITISME - SECTION BORDEAUX & GIRONDE - LICRA,8000,Matériel pour manifestations
2017,LIGUE REGIONALE DE LA FEDERATION DE MUAY THAI ET DISCIPLINES ASSOCIEES REGION AQUITAINE - FMDA,0,Matériel pour manifestations
2017,LIONS CLUB BORDEAUX RIVE-GAUCHE,0,"Matériel pour manifestations, locaux"
2017,LIONS CLUB BORDEAUX ROYAL,0,Locaux
2017,LIONS CLUB BORDEAUX SAINT AUGUSTIN,0,"Matériel pour manifestations, locaux"
2017,LIONS CLUB BORDEAUX TOURNY,0,"Matériel pour manifestations, locaux"
2017,LIONS CLUB BORDEAUX - EUROPE - DISTRICT 103 SUD-OUEST,0,"Matériel pour manifestations, locaux"
2017,LIONS CLUB DE BORDEAUX CAUDERAN,0,Matériel pour manifestations
2017,LIONS-CLUB BORDEAUX-MASCARET,0,Locaux
2017,LO TALHIER - ATELIER MUSIQUE ET DANSE TRADITIONNELLES DE BORDEAUX-CAUDERAN,0,Locaux
2017,LOCAL ATTITUDE,4000,
2017,LOS TREINTA Y TRES,0,"Matériel pour manifestations, locaux"
2017,LOUONS L'ETERNEL,0,Locaux
2017,LUCILANN,200000,
2017,LUDOLUDIK,300,Matériel pour manifestations
2017,LUNA D'AIGA,0,Locaux
2017,LUSO KIZOMBA,0,Matériel pour manifestations
2017,LYCEUM CLUB INTERNATIONAL DE BORDEAUX,0,Locaux
2017,LYSIAS-BORDEAUX,1000,
2017,M-TECH MECANIQUE TECHNOLOGIE,0,Matériel pour manifestations
2017,MACCABI SPORTS DE BORDEAUX,0,Equipements sportifs
2017,MADE IN MOVEMENT,0,Locaux
2017,MAGNETOGRAMMES ASSOCIATION,0,Locaux
2017,MAINTIEN DE LA TRADITION DE DAGPO DRATSANG,3813.45,
2017,MAIRES RESPONSABLES METROPOLES FRANCOPHONES - AIMF,50000,
2017,MAISON ACCUEIL ET INFORMATION 33,300,
2017,MAISON CULTURELLE COREENNE DE BORDEAUX,1800,
2017,MAISON D'ALGERIE EN AQUITAINE,0,Locaux
2017,"MAISON DE L'EMPLOI, DE L'INSERTION ECONOMIQUE ET DE L'ENTREPRISE DE BORDEAUX",648000,Matériel pour manifestations
2017,MAISON DE L'EUROPE BORDEAUX-AQUITAINE (MEBA),50000,"Matériel pour manifestations, locaux"
2017,MAISON DE L'INITIATIVE ET DE L'ENTREPRENEURIAT - MIE,12000,
2017,MAISON DE LA NATURE ET DE L'ENVIRONNEMENT,0,"Matériel pour manifestations, locaux"
2017,MAISON DE NOLAN,45000,
2017,MAISON DE SANTE PROTESTANTE DE BORDEAUX BAGATELLE,5000,
2017,MAISON DES ADOLESCENTS DE LA GIRONDE,13262.69,"Matériel pour manifestations, locaux"
2017,MAISON DES FEMMES DE BORDEAUX,5000,Matériel pour manifestations
2017,MAISON DES JEUNES ET DE LA CULTURE CENTRE DE LOISIRS DES DEUX VILLES - MJC CL2V,112450,
2017,MAISON DES METIERS DE L'IMPRIMERIE,0,Locaux
2017,MAISON DES SOURDS DE LA GIRONDE - MS 33,0,Locaux
2017,MAISON EUROPEENNE DE LA CITOYENNETE,0,Locaux
2017,MAITRISE DE BX PETITS CHANTEURS DE BORDEAUX,2000,
2017,MAJ,0,Locaux
2017,MAKESENSE,0,Locaux
2017,MAM IL ETAIT UNE FOIS,3000,
2017,MAM LES PETITS LIONS BLEUS,3500,
2017,MAM STRAM GRAM,3000,
2017,MAM'OURS,0,Matériel pour manifestations
2017,MANA,43000,Locaux
2017,MANDORA,6000,"Communication, matériel pour manifestations"
2017,MANECOUNDA,0,Locaux
2017,MANTA PLONGEE,0,Equipements sportifs
2017,MARTINE CHEZ L'ORTHODONTISTE,0,Locaux
2017,MASCARETS,3300,"Matériel pour manifestations, locaux"
2017,MAYOTTE-GIRONDE,0,Locaux
2017,MECHANIC CIRCUS,2000,Locaux
2017,MEDECINS DU MONDE,3000,Locaux
2017,MEDULLA,4000,
2017,MEEGOT,10000,
2017,MELIMEL'ONDES,5500,Locaux
2017,MEMOIRES ET PARTAGES,2000,"Matériel pour manifestations, locaux"
2017,MENSA AQUITAINE,0,Locaux
2017,MERCI GERTRUDE,7000,Matériel pour manifestations
2017,MIAOU RECORDS,0,Matériel pour manifestations
2017,MIGRATIONS CULTURELLES AQUITAINE - AFRIQUES (MC2A),22500,"Matériel pour manifestations, locaux"
2017,MINE DE RIEN,0,"Matériel pour manifestations, locaux"
2017,MINI JACK,1000,
2017,MINI POPPINS,3000,
2017,MISSION LOCALE BORDEAUX AVENIR JEUNES,494000,Locaux
2017,MIX COLOR UNITED - M.C.U.,1400,
2017,MOI NON PLUS,1000,Locaux
2017,MONOQUINI,11000,"Locaux, matériel informatique"
2017,MONTPELLIER BEACH VOLLEY,0,Matériel pour manifestations
2017,MONTS ET MERVEILLES,4500,
2017,MOTO CLUB HEXAGON 33,0,Locaux
2017,MOUVEMENT ATD QUART MONDE,9000,"Matériel pour manifestations, locaux"
2017,MOUVEMENT DES ENTREPRENEURS SOCIAUX,0,Locaux
2017,MOUVEMENT EUROPEEN FRANCE-GIRONDE,0,"Matériel pour manifestations, locaux"
2017,MOUVEMENT FRANCAIS POUR LE PLANNING FAMILIAL - ASSOCIATION DEPARTEMENTALE DE LA GIRONDE,2000,Locaux
2017,MUSIC'S COOL,0,Locaux
2017,MUSICA IN CATHEDRA,0,Locaux
2017,MUSICA LUNAE,0,Locaux
2017,MUSIQUES DE NUIT - DIFFUSION,32000,Communication
2017,MY KARTEL,0,Matériel pour manifestations
2017,N'A QU'UN OEIL,9000,
2017,NAFASSY BORDEAUX,0,Locaux
2017,NANTES SUMMERCAMP,69000,
2017,NACAO PALMARES CAPOEIRA DE BORDEAUX,0,Equipements sportifs
2017,NEELA CHANDRA,0,Locaux
2017,NEW BASKET ATTITUDE,10500,Equipements sportifs
2017,NIRE LAGUNA THOMAS,0,Matériel pour manifestations
2017,NOS D'ART,1500,
2017,NOTRE ITALIE,0,Locaux
2017,NOTRE-DAME DES BARRAILS,0,"Matériel pour manifestations, locaux"
2017,NOUVELLE DONNE,0,Locaux
2017,NOUVELLE GESTION DES RESSOURCES HUMAINES (NGRH),0,Locaux
2017,NOUVELLE-AQUITAINE FILMS,0,Locaux
2017,NQT (NOS QUARTIERS ONT DU TALENT) - NOUVELLE AQUITAINE,0,Locaux
2017,NUAGE BLEU,130000,
2017,NVL/CRALEJ - NOUS VOULONS LIRE !/CENTRE RECH. RESS. AQUIT. LIVRE LECTURE LITTERATURE ENF. JEUNESSE,0,Locaux
2017,O SOL DE PORTUGAL,31418,Locaux
2017,O'PTIMOMES LOISIRS,175215,Locaux
2017,OCTANDRE,0,Locaux
2017,"ODE, ORGANISATEUR D'EVENEMENTS",0,"Matériel pour manifestations, locaux"
2017,"OFFICE AQUITAIN RECHERCHES, ETUDES, INFORMATION ET LIAISON SUR PROBLEMES PERSONNES AGEES - OAREIL",200,Locaux
2017,OGEC LYCEE BEL ORME,120000,
2017,OGEC SAINTE THERESE,1500,
2017,OLA,2000,
2017,ONG QUISHUAR,0,Locaux
2017,OPERA BASTIDE,0,Locaux
2017,OPERA PAGAI,16000,
2017,OPUS 33,0,Locaux
2017,ORGAN PHANTOM,16000,"Matériel informatique, locaux"
2017,ORGANISATIONS POSITIVES DU SUD OUEST,0,Locaux
2017,OSEZ LE FEMINISME 33 !,0,Locaux
2017,"OSONS, ICI ET MAINTENANT (OIM)",1000,Locaux
2017,OUVRE LE CHIEN (DANS L'IMMEDIAT),27000,
2017,OXYJEN',0,Locaux
2017,OZIMAGES,3700,Locaux
2017,P'TIT BOUT'CHOU,567000,Matériel pour manifestations
2017,PAINTING BORDEAUX,7000,
2017,PARALLELES ATTITUDES DIFFUSION - ROCKSCHOOL,238200,"Communication, matériel pour manifestations, locaux"
2017,PARLECOUTER,0,Locaux
2017,PARRAINAGE 33,1000,Locaux
2017,PART-AGE,0,Locaux
2017,PARTAGE BORDEAUX GIRONDE,0,Locaux
2017,PARTI OUVRIER INDEPENDANT DEMOCRATIQUE DE LA GIRONDE - POID33,0,Locaux
2017,PASSERELLES ET COMPETENCES,0,Locaux
2017,PAUSE-CAFE,0,Matériel pour manifestations
2017,PENA MADRIDISTA DE BORDEAUX,0,Equipements sportifs
2017,PEP'S BAND,1500,
2017,PERES & FILS RUGBY 33,0,Equipements sportifs
2017,PERMANENCES DE LA LITTERATURE,5000,Communication
2017,PETANQUE BACALANAISE,0,"Matériel pour manifestations, locaux"
2017,PETANQUE CLUB EMILE COMBES,500,Locaux
2017,PETANQUE-CLUB DES TROIS,0,"Matériel pour manifestations, locaux"
2017,PETITES SOEURS DES PAUVRES,1500,Matériel pour manifestations
2017,"PETRONILLE, PATRIMOINE ET DECOUVERTE",3500,Locaux
2017,PHENIX DE BELCIER,0,Locaux
2017,PHENIX ECOUTE ET PAROLES,2500,Locaux
2017,PHILOSPHERES,3000,"Matériel pour manifestations, locaux"
2017,PHOTO CLUB DE BORDEAUX,0,Locaux
2017,PICTUR'ART,0,Locaux
2017,PIZZICATI,0,Matériel pour manifestations
2017,PLAN INTERNATIONAL FRANCE - PLAN FRANCE,0,"Matériel pour manifestations, locaux"
2017,PLUME PALETTE,4000,
2017,PMI FRANCE CHAPTER - BRANCHE NOUVELLE AQUITAINE,0,Locaux
2017,"POLAR EN CABANES - LES AMIS DE CHESTER HIMES EN AQUITAINE, A ARCACHON ET SUR LE BASSIN (ACHAAB)",500,Matériel pour manifestations
2017,POLE D'ENSEIGNEMENT SUPERIEUR DE LA MUSIQUE ET DE LA DANSE DE BORDEAUX AQUITAINE - PESMD,337986,
2017,POLE MAGNETIC,30000,"Matériel pour manifestations, locaux"
2017,POLIFONIA ELIANE LAVAIL,0,Locaux
2017,POUR L'AMOUR DES ANIMAUX,1000,
2017,POUR UNE EDUCATION BIEN-VEILLANTE,0,Locaux
2017,PREMICES,0,Locaux
2017,PRISME,0,Locaux
2017,PROF'APA,0,Equipements sportifs
2017,PROLOGUE,900,"Matériel pour manifestations, locaux"
2017,PROMO-FEMMES SAINT MICHEL,31500,Locaux
2017,PROXIMA CENTAURI,10000,Locaux
2017,QUATUORS A BORDEAUX,5000,"Communication, locaux"
2017,QUETZALCOATL,0,Locaux
2017,R'2 JEUX (RECYCLAGE DE JEUX),3500,"Matériel pour manifestations, locaux"
2017,RACING CLUB DE BORDEAUX METROPOLE,22520,"Matériel pour manifestations, équipements sportifs"
2017,RADIO CHU,1700,Locaux
2017,RAGNAROCK,0,Locaux
2017,RECUP'R,7560,Matériel pour manifestations
2017,REG'ARTS D'AILLEURS,0,Matériel pour manifestations
2017,REGARD 9 - AGENCE METROPOLITAINE DE LA BANDE DESSINEE,20000,"Communication, matériel pour manifestations, locaux"
2017,REGGAE SUN SKA,0,Matériel pour manifestations
2017,REGIE DE QUARTIER HABITER BACALAN,47500,Locaux
2017,RELAIS AMICAL MALAKOFF MEDERIC BORDEAUX AQUITAINE,0,Locaux
2017,RENAISSANCE DE L'ORGUE A BORDEAUX,6000,Locaux
2017,RESEAU ALTERNATIF CULTUREL ET ARTISTIQUE INTERNATIONAL,4000,
2017,RESEAU AQUITAIN DEVELOPPEMENT SOLIDARITE INTERNATIONALE,30192,
2017,RESEAU D'ECHANGES INTERCULTURELS,2500,
2017,RESEAU ENTREPRENDRE AQUITAINE,10000,Locaux
2017,RESEAU FRANCAIS DES ETUDIANTS POUR LE DEVELOPPEMENT DURABLE - REFEDD,0,Locaux
2017,RESEAU FRANCAIS SUR L’ENTENTE DE VOIX (REV FRANCE),0,Locaux
2017,RESEAU PAUL BERT CENTRE SOCIAL ET CULTUREL,67600,
2017,RESEAU « AGIR 33 » - RESEAU ADDICTIONS GIRONDE,0,"Matériel pour manifestations, locaux"
2017,RESEAUX ADOS GIRONDE,0,Locaux
2017,RESISTANCE GABONAISE DE BORDEAUX (RG33),0,Locaux
2017,RESTAURANTS DU COEUR - RELAIS DU COEUR DE LA GIRONDE,10000,"Matériel pour manifestations, locaux"
2017,RESTONS CALMES ! (DANS LA DIGNITE),0,"Matériel pour manifestations, locaux"
2017,REZ DE CHAUSSEE,3000,
2017,RICOCHET SONORE,13000,
2017,RIRE A BORDEAUX,640,
2017,ROCK'N SWING CLUB,0,Locaux
2017,ROLLER DERBY BORDEAUX CLUB,0,Matériel pour manifestations
2017,ROTARY CLUB BORDEAUX-EST,0,Locaux
2017,ROTARY CLUB DE BORDEAUX-OUEST,0,"Matériel pour manifestations, locaux"
2017,ROTARY-CLUB DE BORDEAUX-NORD,0,Locaux
2017,ROTARY-CLUB DE BORDEAUX-SUD,0,Locaux
2017,ROTEX 1690,0,Locaux
2017,RUDEBOYZ RECORDS,0,Matériel pour manifestations
2017,RUE BOUFFARD - ASSOCIATION DES COMMERCANTS,5487,Matériel pour manifestations
2017,RUELLE (RELAIS URBAIN D'ECHANGES ET DE LUTTE CONTRE L'EXPLOITATION),2000,Locaux
2017,RUGBYTOTS,1000,Equipements sportifs
2017,S.A.D.I. QUARTIER BORDEAUX SAINT GENES,1150,
2017,SAAPERLIPOPETTE,0,Locaux
2017,SAINT AUGUSTIN 2015,4200,"Matériel pour manifestations, locaux"
2017,SAINT CHRISTOLY GIE,4400,
2017,SAINT MARTIN BORDEAUX CULTURAL CONNECTIONS,0,Locaux
2017,SALAM,0,Locaux
2017,SAMBA MWANAS (SAMBAMWANAS),0,Locaux
2017,"SARAH (HABITAT POUR ACTIFS ET RETRAITES, AUTONOMES ET SOLIDAIRES)",0,Locaux
2017,SASP JSA BORDEAUX METROPOLE,200000,
2017,SASP UNION BORDEAUX BEGLES,450000,
2017,SAUVAGE GARAGE,0,Locaux
2017,SAVATE BOXE FRANÇAISE DE BORDEAUX - SBFB,1000,Equipements sportifs
2017,SCOUTS ET GUIDES DE FRANCE,0,Locaux
2017,SCOUTS ET GUIDES DE FRANCE -- GROUPE MARIN DE BORDEAUX,0,Matériel pour manifestations
2017,SE CANTO BASTIDE,0,Locaux
2017,SECOURS CATHOLIQUE-CARITAS FRANCE (DELEGATION DE LA GIRONDE),0,"Communication, matériel pour manifestations, locaux"
2017,SECUCAF BORDEAUX FOOTBALL D'ENTREPRISE,0,Equipements sportifs
2017,SEMER LE DOUTE ,72000,"Communication, matériel pour manifestations,"
2017,SENIORS SOURDS DE LA GIRONDE,0,Matériel pour manifestations
2017,SENSECUBE,0,Locaux
2017,SEW & LAINE,9000,
2017,SHAKE & FIT,0,Locaux
2017,SIDACTION,0,Communication
2017,SLAPZINE,500,
2017,SLOT RACING CLUB DE BORDEAUX - SRCB,0,Equipements sportifs
2017,SMA - SKATE MACHINE ARSACAISE,0,Matériel pour manifestations
2017,SMART COMPAGNIE,8815,"Matériel pour manifestations, locaux"
2017,SO COOPERATION,0,Locaux
2017,SOCIETE ARCHEOLOGIQUE DE BORDEAUX,16770,Locaux
2017,SOCIETE ASTRONOMIQUE DE BORDEAUX,300,
2017,SOCIETE BORDELAISE D'AQUARELLE,0,Locaux
2017,SOCIETE D'ENTRAIDE DE LA MEDAILLE MILITAIRE 12EME SECTION DE BORDEAUX,500,
2017,SOCIETE D'HISTOIRE DE BORDEAUX,2000,Locaux
2017,"SOCIETE D'HORTICULTURE, D'ARBORICULTURE ET DE VITICULTURE DE CAUDERAN",1500,Locaux
2017,SOCIETE D'HYGIENE ET DE MEDECINE DU TRAVAIL DANS LES ARMEES ET INDUSTRIES D'ARMEMENT SHMTAIA,0,Locaux
2017,SOCIETE DE GEOGRAPHIE DE BORDEAUX,0,Locaux
2017,SOCIETE DE SAINT-VINCENT-DE-PAUL - CONSEIL DEPARTEMENTAL DE LA GIRONDE,9500,"Matériel pour manifestations, locaux"
2017,SOCIETE DES AMIS DU MUSEE DES BEAUX-ARTS DE BORDEAUX,0,Locaux
2017,SOCIETE DES BIBLIOPHILES DE GUYENNE,0,Locaux
2017,SOCIETE DES MEILLEURS OUVRIERS DE FRANCE GROUPE DE LA GIRONDE,2100,
2017,SOCIETE HIPPIQUE DE LEOGNAN,0,Matériel pour manifestations
2017,SOCIETE PHILOMATHIQUE DE BORDEAUX,12000,Locaux
2017,SOCIETE SYMPHONIQUE DE BORDEAUX CAUDERAN,0,Equipements sportifs
2017,SOEURS D'ENCRE BY ROSE TATTOO,0,Locaux
2017,SOLID'EARTH,0,Matériel pour manifestations
2017,SOLIDARITE BAYTI,0,Locaux
2017,SOLIDARITE ET PROGRES,0,Locaux
2017,SOLIDARITE-LOGEMENT BORDEAUX-BOULEVARDS,0,Locaux
2017,SOLIDARITES NOUVELLES FACE AU CHOMAGE - SNC,0,Locaux
2017,SOLIHA UNION REGIONALE NOUVELLE AQUITAINE,0,Locaux
2017,"SOLIHA, SOLIDAIRES POUR L'HABITAT, GIRONDE",72400,Locaux
2017,SOLINUM,0,Locaux
2017,SONG LONG BORDEAUX,0,Equipements sportifs
2017,SONS DE TOILE,1500,
2017,SOROPTIMIST INTERNATIONAL - CLUB DE BORDEAUX METROPOLE,0,Locaux
2017,SOS AMITIE - REGION DE BORDEAUX AQUITAINE,2000,Locaux
2017,SOS PLACE GAMBETTA,1000,Locaux
2017,"SOUTIEN, CULTURE ET LOISIRS DES MAGHREBINS ET ALGERIENS EN AQUITAINE - SCELMAA",0,Locaux
2017,SOYONS LE CHANGEMENT,2000,Locaux
2017,SPECIAL OLYMPICS FRANCE (SOF),0,Matériel pour manifestations
2017,SPHERE CPP BORDEAUX,0,Locaux
2017,SPORT ADDICT,3000,
2017,"SPORT, EVOLUTION, ARTS ENERGETIQUES",0,Locaux
2017,SPORTING CHANTECLER BORDEAUX NORD LE LAC ,1026622,"Matériel pour manifestations, équipements sportifs,"
2017,STADE BORDELAIS - ASPTT ,863827,"Matériel pour manifestations, équipements sportifs,"
2017,STATION ESSENCE,0,Locaux
2017,STOP AND GO DANCE 33,0,Equipements sportifs
2017,STOP AUX VIOLENCES SEXUELLES - 33,0,Locaux
2017,STOP HARCELEMENT DE RUE,0,Locaux
2017,STREET WORKOUT BORDEAUX,0,Matériel pour manifestations
2017,SUD-OUEST SOLIDARITE,0,Matériel pour manifestations
2017,SUKHALI DEVELOPPEMENT LOCAL PAR LES FEMMES AU SENEGAL,0,Locaux
2017,SUR NOS GARDES,0,Locaux
2017,SURF INSERTION,19000,
2017,SURFRIDER FOUNDATION EUROPE,0,"Communication, matériel pour manifestations, locaux"
2017,SURVIE GIRONDE,0,Locaux
2017,SWINGTIME BORDEAUX,2000,"Matériel pour manifestations, locaux"
2017,TABLE RONDE FRANÇAISE BORDEAUX 135,0,Locaux
2017,TANGO BORDEAUX,0,"Matériel pour manifestations, locaux"
2017,TANGO MILONGUERO BORDEAUX,0,Locaux
2017,TANGO NOMADE,0,Locaux
2017,TASHI DELEK BORDEAUX ASSOCIATION GIRONDINE POUR LE TIBET,0,Locaux
2017,TCHERNOBLAYE,0,Locaux
2017,TEDX IN BORDEAUX,0,Locaux
2017,TENNIS CLUB BORDEAUX BASTIDE,4000,Equipements sportifs
2017,TENNIS CLUB DE BORDEAUX,0,"Matériel pour manifestations, locaux"
2017,TERIYA,0,Locaux
2017,TERRE ET OCEAN,13500,Locaux
2017,THE ARTIST,1000,
2017,THEATR'ACTION,0,Locaux
2017,THEATRE DU PONT TOURNANT,51500,
2017,THEATRE ONYX,0,Locaux
2017,THEATRE POPULAIRE JOB,8000,
2017,THEATRIUM,0,"Matériel pour manifestations, locaux"
2017,THIANT GUI,0,Locaux
2017,THOTH CIVILISATION SANS FRONTIERES,0,Locaux
2017,TIBI GLORIA,0,Matériel pour manifestations
2017,TOMBES DU CIEL,6000,
2017,TOOBORDO,1500,
2017,TOTOCHE PROD,500,
2017,TOURING PEDESTRE BORDELAIS,0,Locaux
2017,TOUS AZIMUTS,0,"Matériel pour manifestations, locaux"
2017,TOUT ART FAIRE,1500,Locaux
2017,TOUT CEREBROLESE ASSISTANCE,0,Locaux
2017,TOUT EST POSSIBLE (TEP),0,Locaux
2017,TOUT UN ART,0,Locaux
2017,TRACE UNE DIAGONALE,0,Locaux
2017,TRADOBORDELEAU,0,Locaux
2017,TRANSFERT,18000,"Matériel pour manifestations, locaux"
2017,TRANZIT KREOL,200,Locaux
2017,TRAVAUX PUBLICS COMPAGNIE,12000,
2017,TREMPLIN UTC,0,Locaux
2017,TRETEAUX DE GUYENNE,0,Locaux
2017,TRISOMIE 21 AQUITAINE,0,Locaux
2017,TROUPE D'IMPROVISATION THEATRALE D'AQUITAINE NOBLE SCENE (TITANS),0,Locaux
2017,UKRAINE AMITIE (UA),0,Locaux
2017,ULTRAS BB,200,
2017,UNION AFRIQUE CARAIBES (UAC),0,"Matériel pour manifestations, locaux"
2017,UNION ALCOOLIQUES ANONYMES,0,Locaux
2017,UNION BEGLES BORDEAUX-MIOS BIGANOS,0,Equipements sportifs
2017,UNION BORDEAUX METROPOLE - UBM,80300,"Equipements sportifs, locaux"
2017,UNION BORDEAUX NORD DES ASSOCIATIONS DE PREVENTION SPECIALISEE - UBAPS,15600,"Matériel pour manifestations, équipements sportifs"
2017,UNION DEPARTEMENTALE CONSOMMATION LOGEMENT ET CADRE DE VIE,5300,
2017,UNION DEPARTEMENTALE DES ASSOCIATIONS DE COMBATTANTS ET VICTIMES DE GUERRE DE LA GIRONDE (UDAC),8000,
2017,UNION DEPARTEMENTALE DES ASSOCIATIONS FAMILIALES - UDAF,500,Locaux
2017,UNION DEPARTEMENTALE DES SOUS-OFFICIERS EN RETRAITE DE LA GIRONDE (UDSOR),400,
2017,UNION DES ASSOCIATIONS POUR UNE MAISON DES SOURDS UAMS 33,500,
2017,UNION DES FAMILLES LAIQUES DE BORDEAUX - UFAL BORDEAUX,0,Locaux
2017,UNION DES TRAVAILLEURS IVOIRIENS DE FRANCE - UTIF,0,Locaux
2017,UNION DES TRAVAILLEURS SENEGALAIS EN FRANCE - SCT GDE,3000,
2017,UNION FRANCAISE POUR LA SANTE DU PIED,0,Locaux
2017,UNION FRANCAISE SANTE BUCCO-DENTAIRE 33,6075,
2017,UNION GENERALE SPORTIVE DE L'ENSEIGNEMENT LIBRE D'AQUITAINE (UGSEL),0,Matériel pour manifestations
2017,"UNION GIRONDINE DES RETRAITES MILITAIRES, ANCIENS MILITAIRES ET DE LEURS CONJOINTS (URM 33)",0,Locaux
2017,UNION LAIQUE DES CAMPEURS RANDONNEURS - ULCR,0,Locaux
2017,UNION LOCALE DE LA CONSOMMATION DU LOGEMENT ET CADRE DE VIE DE BORDEAUX RIVE DROITE - CLCV,0,Locaux
2017,UNION NATIONALE DE FAMILLES ET AMIS DE PERSONNES MALADES,500,
2017,UNION NATIONALE DES AMIS ET FAMILLES DE MALADES PSYCHIQUES - UNAFAM,0,Locaux
2017,UNION NATIONALE DES COMBATTANTS DE BORDEAUX RIVE-DROITE - UNC,400,Locaux
2017,UNION NATIONALE DES COMBATTANTS DE BORDEAUX-CAUDERAN-LE BOUSCAT (UNC),0,Locaux
2017,UNION NATIONALE DES COMBATTANTS DE BORDEAUX-CAUDERAN-LE BOUSCAT (UNC),950,
2017,UNION NATIONALE DES COMBATTANTS DU DEPARTEMENT DE LA GIRONDE,0,Locaux
2017,UNION REGIONALE D'AQUITAINE DE L'UNION EUROPEENNE FEMININE SECTION FRANÇAISE,750,
2017,UNION REGIONALE DES CENTRES D'INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES,0,Locaux
2017,UNION REGIONALE DES INGENIEURS ET DES SCIENTIFIQUES D'AQUITAINE - URISA,1500,Locaux
2017,UNION REGIONALE POUR L’HABITAT DES JEUNES D’ AQUITAINE (URHAJ AQUITAINE),0,Locaux
2017,UNION SAINT JEAN - MAISON DE QUARTIER ,750595,"Matériel pour manifestations, équipements sportifs,"
2017,UNION SAINT-BRUNO ,1495999,"Matériel pour manifestations, équipements sportifs,"
2017,UNION SPORTIVE JEUNES DE SAINT-AUGUSTIN - CLUB PYRENEES-AQUITAINE (US JSA-CPA),17000,Equipements sportifs
2017,UNION SPORTIVE LES CHARTRONS ,980549,"Matériel pour manifestations, équipements sportifs,"
2017,UNIS CITE,105000,Locaux
2017,UNISPHERES,4000,
2017,UNIVERSEUL,0,Locaux
2017,UNIVERSITE POPULAIRE DE BORDEAUX - UPB,0,Locaux
2017,URBAN VIBRATIONS SCHOOL,40250,Matériel pour manifestations
2017,USEP BORDEAUX BENAUGE,4940,
2017,USEP ELEMENTAIRE FLORNOY,3558,
2017,UTOPIA COLLECTIF CINEMA,1500,Locaux
2017,"V'INSEEC BORDEAUX, VINS ET SPIRITUEUX",0,Matériel pour manifestations
2017,VA K BAND,0,Locaux
2017,VACANCES ANIMATION LOISIRS TOURISME 33 - VALT 33,0,Locaux
2017,VARIETES CLUB DE BORDEAUX - VCB,0,Equipements sportifs
2017,VELO CITE,3000,"Communication, matériel pour manifestations, locaux"
2017,VELOPHONIE,700,
2017,VERS LA CONNAISSANCE DE SOI,0,Locaux
2017,VERY CHEAP PRODUCTION,0,Locaux
2017,VIE ET TRAVAIL A BORDEAUX BACALAN,0,"Matériel pour manifestations, locaux"
2017,VIE LIBRE,500,Locaux
2017,VILLA 88,0,Matériel pour manifestations
2017,VILLA PRIMROSE ,126000,"Communication, matériel pour manifestations,"
2017,VILLAGE D'AUDEGE,0,Matériel pour manifestations
2017,VILLAGE DE LA GROSSE CLOCHE,9800,Matériel pour manifestations
2017,VISIONS CROISEES,0,Locaux
2017,VISIONS PARTAGEES,0,Locaux
2017,VISITE DES MALADES DANS LES ETABLISSEMENTS HOSPITALIERS DU DEPARTEMENT DE LA GIRONDE - VMEH,500,Locaux
2017,VIVONS LA BASTIDE,0,"Matériel pour manifestations, locaux"
2017,VIVRE A CAUDERAN,5000,Matériel pour manifestations
2017,VIVRE AVEC - SOLIDARITES INTERGENERATIONNELLES,1500,Locaux
2017,VIVRE SANS THYROIDE,0,Locaux
2017,VOVINAM VIET VO DAO - CLUB DE BORDEAUX CHAUFFOUR,0,Equipements sportifs
2017,WA TID SAOU ALLONS DANSER,7000,Locaux
2017,WEJOB,500,Locaux
2017,WELCOME BORDEAUX (RESEAU D'HOSPITALITE POUR DES DEMANDEURS D'ASILE DANS LA REGION DE BORDEAUX),0,Locaux
2017,WIMOOV,5000,Locaux
2017,WINTEGREAT,1000,Locaux
2017,"WISE SCA (WELSH, IRISH, SCOTTISH & ENGLISH SPORTING & CULTURAL ASSOCIATION)",0,Equipements sportifs
2017,WUNDERSTUDIO,2000,
2017,WWW.AV-LO.COM,0,Matériel pour manifestations
2017,YA DE LA JOIE DE VIVRE,300,
2017,YAKAFAUCON,21000,"Matériel pour manifestations, locaux"
2017,YAWATA ASSOCIATION DES ECHANGES DE PROCEDES ARTISTIQUES,11800,Locaux
2017,YOBALEMA,0,"Matériel pour manifestations, locaux"
2017,YOGA ET YOGA,0,Locaux
2017,YOGALBEDO (ASSOCIATION DE KUNDALINI YOGA),0,Locaux
2017,YOGHINY,0,Equipements sportifs
2017,ZANSHIN CLUB,0,Equipements sportifs
2017,ZAZOUS PRODUCTIONS,3000,
2017,ZEBRA 3,17000,Locaux
2017,ZEKI,14000,
2017,ZUP DE CO,0,Locaux
